student_id,first_name,last_name,email,phone_number,address,program_name,year
8e30d239-40fa-46f3-819f-57a9621f57b0,Cassandra,Ramirez,debrariddle@example.net,446.839.4112,"22961 Wilson Wells
Port Ambershire, AK 98581",B.Sc. in Applied Physics,Senior
1c036512-e8f9-419e-8e00-4da0a8fab84f,Jessica,Robinson,evanslouis@example.net,683-413-9629x065,"89822 Watson Valley Suite 249
Bakerfort, IN 45007",B.Sc. in Artificial Intelligence,Senior
4362f853-1e72-447a-9a6b-209789d8f352,Jenna,Hall,ijackson@example.net,001-889-763-3453x4637,"79661 Jason Inlet Suite 117
Port Katie, NE 35188",B.Sc. in Healthcare Informatics,Freshman
94f0db9d-fc2d-4c9c-b274-33dcc8ca63e7,Tricia,Forbes,jennifer52@example.net,6196728928,"Unit 7791 Box 0743
DPO AE 60075",M.Sc. in Technology and Management,Senior
f70e6ed8-cc49-491f-bf5e-361ed5e3d032,Robert,Lopez,martinlaura@example.org,358-243-8152x5748,"3068 Beck Junction
Stephensontown, KS 91169",M.Sc. in Applied Chemistry and Environmental Engineering,Freshman
d50e1780-9cac-4d2c-8029-19fe3333e230,Michelle,Fowler,ashleychoi@example.org,725-632-9507,"919 Hardy Garden
Cameronbury, TN 25187",M.Sc. in Technology and Management,Senior
5b472a51-06a8-4b5a-92db-c38508bce025,Caleb,Harris,david81@example.org,+1-813-676-8047x80586,"6932 Emma Passage
West Kristen, ND 97689",B.Sc. in Applied Mathematics,Sophomore
7ca7e02f-c51a-4369-87ba-94028c691f81,Nancy,Thomas,kmoore@example.org,(831)405-3010,"USNS Thomas
FPO AE 69171",B.Eng. in Electrical Engineering,Sophomore
5a702cdb-451f-40fe-af35-811fb4a1a26d,Krista,Miranda,tammy27@example.com,440.625.5201x1664,"732 Conley Fort Suite 468
Danielside, KS 66984",M.Sc. in Applied Physics,Junior
7a3203b6-3c12-4b47-97a6-c674e3b4909a,Kristi,Jones,ryanlove@example.org,(405)460-2745x5075,"033 Good Lakes
Kevinchester, MS 14426",B.Sc. in Applied Mathematics,Freshman
ce17f2c5-a5f4-4d5a-89a0-c22da5d0ed9b,Thomas,Grant,lluna@example.com,867-237-0166x23326,"47410 Stewart Burgs
Smithfurt, NC 11401",B.Sc. in Artificial Intelligence,Freshman
0cf4feec-4892-4423-8907-4315e54d476a,Justin,Lindsey,oowens@example.org,477-372-2993x772,"8436 David Passage
Lake Elizabethbury, NY 95865",B.Sc. in Artificial Intelligence,Freshman
eae399f4-6dc9-40b1-ac2e-db7bb1c2970e,Michael,Williams,qabbott@example.org,429.682.8802,"17785 Smith Villages Apt. 990
Joannbury, AS 53302",M.Sc. in Applied Physics,Freshman
8a88f727-8a1b-477a-a8ed-8ba3d30914b0,Toni,Spencer,amanning@example.com,769-899-8235x8619,"PSC 1385, Box 0825
APO AA 20664",B.A. in International Management,Senior
212f9b27-865a-45b5-8d00-6d35f297a6ef,Robert,Ruiz,yhouston@example.com,(580)814-0523x61322,"34959 Nicholas Tunnel Apt. 100
Christinebury, CA 66071",B.Sc. in Media Technology and Design,Freshman
c85807ab-8487-499b-ae34-62157bebf062,Kimberly,Medina,jonesaudrey@example.com,001-461-208-8831,"920 Stone Keys Apt. 840
West Ryanland, ND 26860",M.Sc. in Applied Chemistry and Environmental Engineering,Junior
144816c2-84c5-4e91-b3c3-88b01140e80f,Amy,Doyle,schultzlinda@example.org,+1-797-535-5053x0876,"579 Mark Unions Suite 413
North Jamesville, VI 48224",B.Eng. in Electrical Engineering,Freshman
bbf66667-b9b6-4470-92a1-08a2a50c457e,Elizabeth,Villa,bethherrera@example.org,829-466-7200,"USNS Berg
FPO AP 25951",M.Sc. in Mechanical Engineering,Freshman
7f73c9ce-f388-4213-bdd2-c855748da4ea,Michele,Moore,petersonamanda@example.net,(661)944-4447x06370,"USCGC Mcknight
FPO AP 98360",M.Sc. in Applied Chemistry and Environmental Engineering,Junior
d6fb27af-f1a2-4f47-9be4-0fea710e1fb2,Hector,Becker,gduncan@example.com,(669)650-4054x777,"4917 Suzanne Walk
South Allisonborough, AK 61169",B.Eng. in Electrical Engineering,Senior
df670b0d-6c45-4c24-985f-26d86e238001,Katie,Arnold,zachary35@example.net,324-797-8187,"746 Phillip Knoll Suite 964
Torresfurt, RI 60077",M.Sc. in Applied Physics,Senior
10cb3d55-d069-4a0b-95a5-439c792edeab,Laura,Wright,daviddavis@example.net,+1-470-221-2878x459,"944 Gross Plains
Wellsview, PW 26386",M.Sc. in Mechanical Engineering,Junior
75e1f1e5-80cd-4295-9977-b2132f752dd6,Christopher,Powell,gabrielle20@example.net,001-826-548-9013x90604,"2403 Joshua Row Apt. 599
Pereztown, IL 75244",M.Sc. in Applied Computer Science,Senior
4be24065-5839-4109-a231-855aecaaa4e8,Steven,Hawkins,juan10@example.com,+1-700-767-6775x2217,"833 Kyle Drive
Fisherbury, GA 83259",B.A. in Business Informatics,Junior
6767815e-4789-42b8-8d12-15312d5d49cc,Jane,Small,xmartinez@example.com,5236804238,"0672 Alexa Meadow Suite 485
South Melissaland, HI 16657",B.Sc. in Applied Physics,Junior
2753fc80-5af0-44aa-9073-0aef5f548b25,Isabel,Cook,gmitchell@example.org,310.709.8522x431,"58754 Erin Pines
Ericborough, VA 73786",M.Sc. in Technology and Management,Senior
f87ad9d3-6ed7-4fea-a71b-801e58be846e,Jon,Irwin,esmith@example.com,556.404.0815x39386,"26473 Alexis Islands
Cynthiaton, KS 38411",B.Sc. in Applied Computer Science,Sophomore
ee0dbfba-3e26-4b8b-912c-77e6d06c272a,Mike,Klein,wmueller@example.org,001-526-611-1739x177,"6157 Erika Corner
Johnsonville, ND 15371",B.Sc. in Applied Mathematics,Senior
fcad08ca-003e-456b-95c8-6f859d7edc2d,Michael,Shields,michaeljones@example.net,641-965-2995x182,"USNS Taylor
FPO AE 15310",B.Sc. in Artificial Intelligence,Senior
c72f1804-f976-43c8-bc22-262386dea7f0,Martin,Cain,nathan41@example.org,(641)941-3762x20819,"60362 Hamilton Falls
South Adammouth, GU 10206",M.Sc. in Media Technology and Design,Freshman
016713c1-232a-4959-8d56-0a0fab393f96,Anna,Franklin,maurice54@example.net,001-941-884-4040x920,"72898 Vargas Forges Suite 233
Petersonstad, AS 11765",M.Sc. in Healthcare Informatics,Sophomore
58aa6b16-449c-4bcd-aeca-4280aa8a72a1,Sara,Roberts,guerrerolauren@example.org,001-765-750-0087,"37929 Janet Loop Apt. 807
Melissafurt, MP 48455",M.Sc. in Applied Mathematics,Freshman
8076d4cd-d599-4127-850d-54b0034ead09,Oscar,Smith,robert19@example.net,+1-862-259-9213,"775 Jeremiah Keys Apt. 432
Fordshire, DE 59730",M.Sc. in Applied Computer Science,Sophomore
360f5dd6-1d23-4641-a5d3-61735088f555,Paula,Griffin,amyreid@example.com,(266)375-0403x333,"8578 William Loaf
South Sydneyport, TN 17976",M.Sc. in Electrical Engineering and Information Technology,Freshman
cac4f085-b99f-4b89-80fd-356f93f0bc4d,Leslie,Phelps,qwilliams@example.com,323-421-2375,"6354 Friedman Grove
New Kathleen, SD 94238",B.A. in Business Informatics,Freshman
15996ba7-32a8-47b8-9909-0e93455d2207,Kenneth,Yang,burkebrittany@example.com,(856)510-8541,"999 Berg Walks
Kylebury, MD 63418",M.Sc. in Applied Physics,Sophomore
bbf1f470-c395-4da4-907f-335b31b6bbb3,Michael,Holland,kingmitchell@example.net,691.523.2212x90527,"9285 Doris Landing
Lake Robert, RI 03649",M.Sc. in Technology and Management,Sophomore
f4071eee-b73d-4b0f-8dce-9e2a8bf2b13f,Travis,Thompson,sheabrooke@example.com,384.362.1648,"070 Jensen Plains
Lake Brandonchester, CO 98333",B.Sc. in Applied Physics,Freshman
b77e9a09-10c2-485d-8f9a-8113e7f4fc40,Brianna,Nolan,whess@example.net,2289403282,"679 Christopher Shores
West Elizabethburgh, WV 55023",B.Sc. in Artificial Intelligence,Senior
24e69b56-0f20-4bf0-b7f0-2072eb4cca85,Jared,Patrick,vroberts@example.com,+1-713-356-8648x221,"574 Olson Fields
Robertfurt, WI 51051",B.Sc. in Applied Mathematics,Freshman
69e1a811-6252-490e-ad0e-76e45212dcf8,Rachel,Moreno,alan74@example.org,(852)974-3328,"9983 Riley Motorway
Ericfurt, IN 23795",B.Sc. in Media Technology and Design,Sophomore
17a60f36-1b11-4b25-bc98-1aafeda5dfda,Jacob,Goodman,sandovalchristopher@example.com,989-854-5781,"917 Ramirez Rapids
East Emilyborough, CO 81214",B.Eng. in Mechatronics,Senior
81d08093-1f7e-40a6-b2a9-7c39b2ab55e6,Deborah,Farmer,smithgeorge@example.org,(983)907-1011x2209,"456 Ryan Junction Suite 795
East Kristin, AK 94189",M.Sc. in Technology and Management,Senior
16d2ece1-011e-4d50-a138-e0a8c8021ff6,Deborah,Medina,nicolegarcia@example.net,001-975-661-9246x38836,"39714 Berg Parkways Apt. 331
New Tinaton, CO 43016",B.Eng. in Mechatronics,Junior
9dddb37f-580e-44fb-9265-f5ca217ee01b,Sheena,Miller,wellskaren@example.com,909.853.3837x410,"631 Romero Well
Cynthiashire, MT 06286",M.Sc. in Business Informatics,Junior
0583e5ee-b4ad-44c4-b1af-de61ab1527d4,Melissa,Brennan,stephanie39@example.net,669-448-6814x2842,"74614 James Rue
North Megan, LA 16946",M.Sc. in Mechatronics,Sophomore
ced27012-3c82-4406-a1e4-afc2b640e8d3,Sarah,King,joshuasanders@example.com,687-898-9276,"Unit 2401 Box 5311
DPO AA 89204",B.Sc. in Applied Mathematics,Senior
12a2e699-1e4e-4be4-ba84-597b16db33f4,Lori,Long,victoriastokes@example.net,7936994880,"2524 Shaw Radial Apt. 841
Dannyside, ID 93365",B.A. in International Management,Sophomore
25419070-1e94-411d-b7f1-04b4df51fc15,Michael,Smith,nolson@example.com,867.297.1078x523,"Unit 0576 Box 4928
DPO AA 12261",M.Sc. in Applied Physics,Senior
1a5dfaf5-258d-4176-9bc6-82111c6194d4,Lynn,Lee,hahnkristine@example.net,581-337-2933x685,"2564 Carla Mission
West Jeremy, AK 03497",M.Sc. in International Management,Sophomore
abde2561-c8b2-4a39-8a6a-58e5f13cb84c,Donald,Smith,thomasgilmore@example.net,001-525-523-8598x402,"90302 Monroe Viaduct
Christineport, ID 13363",M.Sc. in Applied Chemistry and Environmental Engineering,Junior
6b1472bf-0f9b-488c-9407-8e35c42dbeed,Seth,Mullins,sleblanc@example.net,001-613-925-1036x290,"406 Murphy Cliff
Millermouth, MO 67265",B.Sc. in Artificial Intelligence,Junior
53c42737-bb38-4594-a4f1-3388e95a6aaf,Joshua,Hoover,jessica07@example.com,655.355.2966x349,"088 Zachary Land
New Christinestad, SC 66099",M.Sc. in Applied Mathematics,Sophomore
680a01c8-61d4-4349-ab8c-603d534c145f,Sarah,Obrien,uevans@example.net,616.486.9525,"137 Ashley Summit
Smithside, HI 48251",M.Sc. in International Management,Freshman
e76e4ce1-4024-4373-9ae7-8d085e5ab063,Adam,Park,kaylacook@example.org,(913)972-1760,"786 Tiffany Place
South Tyrone, WI 75826",B.Sc. in Healthcare Informatics,Sophomore
e9291624-c2b5-416a-8722-d4e7858ed5dc,Haley,Hayes,strongsara@example.org,439.842.4331,"5719 Gilbert Shores Suite 171
Kennethview, SD 73640",B.Sc. in Healthcare Informatics,Senior
82117030-9e0f-4547-86ae-abaeb156d5a9,John,Gillespie,gsalazar@example.org,983.658.7992x298,"492 Heather Knolls
New Michaelstad, MI 35425",M.Sc. in Mechanical Engineering,Freshman
e57e0ace-1112-4301-88a6-1b09ab390b2f,Brooke,Tran,elizabethfitzgerald@example.org,285-220-1111x0002,"3302 Benson Plains
New Roseport, ND 67112",B.Sc. in Applied Mathematics,Sophomore
8a6ca4d7-0995-4788-8367-cc7bb0262ecb,Cassidy,Benton,lopezelizabeth@example.org,+1-566-829-0475x4644,"Unit 0273 Box 3520
DPO AA 30004",B.Sc. in Applied Physics,Junior
7bfe1792-4e5b-4865-b3ae-67412e24b014,Brittany,Nguyen,hoovermargaret@example.org,001-445-818-5276x52779,"Unit 3292 Box 9115
DPO AE 41425",B.A. in International Management,Junior
fca249a9-64a8-4040-8f87-6cb885dc393a,Yvonne,West,eric50@example.net,001-225-635-2490x479,"2033 Todd Lodge
Brendanhaven, AL 12200",M.Sc. in Applied Mathematics,Junior
64805813-09a1-4f44-938d-5b34c9006835,Mallory,Baker,pottercassandra@example.org,419-989-7137,"2428 Charles Cove Apt. 792
North Gabriel, IA 53924",B.Sc. in Applied Physics,Senior
f08e46c6-8cc4-450e-ae21-7dbbd6ec3e10,Kimberly,Powers,mgoodman@example.org,001-576-706-1258x63853,"Unit 9781 Box 6764
DPO AA 17004",B.A. in Business Informatics,Senior
2f3055f5-9579-404b-9100-08575f38dbfd,Brian,Jones,matthewskenneth@example.org,947-751-6611,"266 Robin Hollow
New Benjamin, TN 68917",M.Sc. in Applied Mathematics,Junior
18a0e89c-d231-4a22-af3e-7a0fa55f7e1f,Nancy,Chapman,wallacemichelle@example.com,7024745953,"45294 Price Well Suite 695
Johnsonfort, VI 63170",B.Eng. in Electrical Engineering,Sophomore
1c21dc8e-69c4-4dd2-a1a6-d36c3bca7bf0,Charles,Campbell,foxjulie@example.com,001-504-822-0604x73288,"98738 Mendez Camp Apt. 783
New Courtney, MT 48357",B.Sc. in Applied Mathematics,Senior
c263017a-2631-4bdd-ad00-16d0dc4491c5,Megan,Hogan,xwalker@example.net,210-278-7733,"2782 Lloyd Hills Suite 299
Dannyshire, WV 76102",B.A. in Business Informatics,Senior
47cb1f05-e034-4e33-9cbe-88792a6f4dc0,Keith,Jones,ilopez@example.net,814.332.5704,"459 David Station Apt. 438
South Tylerstad, CA 96837",M.Sc. in Applied Physics,Freshman
d85094ad-37e2-4d69-96ea-6dbb0293398d,Bob,Sullivan,gabrielle16@example.org,(652)223-5047x245,"6123 Henry Turnpike Apt. 416
West Spencer, WI 32138",B.Sc. in Applied Mathematics,Freshman
7907ca39-23ac-49b1-b9b9-0c93f9ab781d,Stanley,Cox,ashleykirk@example.com,269-609-8280,"89189 Lozano Avenue
Lawsonville, WY 00969",B.A. in International Management,Sophomore
c097718a-57b2-4dac-8e2a-84f28cf08a01,Anthony,Myers,claudia91@example.org,429.204.0891x5270,"531 Tanner Stream Apt. 509
Port Robertton, MT 33256",M.Sc. in Mechanical Engineering,Junior
536a3c47-155e-48bd-882c-e27b5c1eb297,Michael,Nicholson,marshandrew@example.net,001-927-217-1556x40389,"Unit 1354 Box 6846
DPO AE 97868",M.Sc. in International Management,Junior
c171e42e-e2d3-416d-b4b2-de2de9291f23,Peter,Fischer,wiseapril@example.net,795-470-8324x36411,"77243 Townsend Mews Apt. 979
Richardsonfurt, WI 42542",M.Sc. in Mechanical Engineering,Freshman
